2025-10-17 23:25:54 | INFO | token_refresher | 📂 File logging enabled: /logs/auth_service.log
2025-10-17 23:25:54 | INFO | token_refresher | 📂 Logging initialized (stdout + optional file)
2025-10-17 23:25:54 | INFO | token_refresher | ✅ [ENV] Loaded environment variables from /app/.env
2025-10-17 23:25:54 | INFO | token_refresher | 🚀 [STARTUP] Token Refresher Service started successfully.
2025-10-17 23:30:16 | INFO | token_refresher | 🧹 [SHUTDOWN] Token Refresher shutting down...
2025-10-17 23:39:56 | INFO | token_refresher | 📂 File logging enabled: /logs/auth_service.log
2025-10-17 23:39:56 | INFO | token_refresher | 📂 Logging initialized (stdout + optional file)
2025-10-17 23:39:56 | INFO | token_refresher | ✅ [ENV] Loaded environment variables from /app/.env
2025-10-17 23:39:56 | INFO | token_refresher | 🚀 [STARTUP] Token Refresher Service started successfully.
2025-10-17 23:40:56 | INFO | token_refresher | 🧹 [SHUTDOWN] Token Refresher shutting down...
2025-10-17 23:40:59 | INFO | token_refresher | 📂 File logging enabled: /logs/auth_service.log
2025-10-17 23:40:59 | INFO | token_refresher | 📂 Logging initialized (stdout + optional file)
2025-10-17 23:40:59 | INFO | token_refresher | ✅ [ENV] Loaded environment variables from /app/.env
2025-10-17 23:40:59 | INFO | token_refresher | 🚀 [STARTUP] Token Refresher Service started successfully.
2025-10-18 01:33:44 | INFO | token_refresher | 🧹 [SHUTDOWN] Token Refresher shutting down...
2025-10-18 01:33:47 | INFO | token_refresher | 📂 File logging enabled: /logs/auth_service.log
2025-10-18 01:33:47 | INFO | token_refresher | 📂 Logging initialized (stdout + optional file)
2025-10-18 01:33:47 | INFO | token_refresher | ✅ [ENV] Loaded environment variables from /app/.env
2025-10-18 01:33:47 | INFO | token_refresher | 🚀 [STARTUP] Token Refresher Service started successfully.
2025-10-18 01:38:34 | INFO | token_refresher | 🧹 [SHUTDOWN] Token Refresher shutting down...
2025-10-18 01:38:37 | INFO | token_refresher | 📂 File logging enabled: /logs/auth_service.log
2025-10-18 01:38:37 | INFO | token_refresher | 📂 Logging initialized (stdout + optional file)
2025-10-18 01:38:37 | INFO | token_refresher | ✅ [ENV] Loaded environment variables from /app/.env
2025-10-18 01:38:37 | INFO | token_refresher | 🚀 [STARTUP] Token Refresher Service started successfully.
2025-10-18 01:46:47 | INFO | token_refresher | 🧹 [SHUTDOWN] Token Refresher shutting down...
2025-10-18 01:46:50 | INFO | token_refresher | 📂 File logging enabled: /logs/auth_service.log
2025-10-18 01:46:50 | INFO | token_refresher | 📂 Logging initialized (stdout + optional file)
2025-10-18 01:46:50 | INFO | token_refresher | ✅ [ENV] Loaded environment variables from /app/.env
2025-10-18 01:46:50 | INFO | token_refresher | 🚀 [STARTUP] Token Refresher Service started successfully.
2025-10-18 02:19:12 | INFO | token_refresher | 🧹 [SHUTDOWN] Token Refresher shutting down...
2025-10-18 02:21:09 | INFO | token_generator | 📂 File logging enabled: /logs/auth_service.log
2025-10-18 02:21:09 | INFO | token_generator | 📂 Logging initialized (stdout + optional file)
2025-10-18 02:21:09 | INFO | token_generator | Starting Automated Token Generator Service
2025-10-18 02:21:09 | WARNING | token_generator | Token expired or invalid. Waiting for new request_token.
2025-10-18 02:21:09 | INFO | token_generator | Watching for changes to request_token.txt
2025-10-18 02:24:30 | INFO | token_generator | 📂 File logging enabled: /logs/auth_service.log
2025-10-18 02:24:30 | INFO | token_generator | 📂 Logging initialized (stdout + optional file)
2025-10-18 02:24:30 | INFO | token_generator | Starting Automated Token Generator Service
2025-10-18 02:24:30 | WARNING | token_generator | Token expired or invalid. Waiting for new request_token.
2025-10-18 02:24:30 | INFO | token_generator | Watching for changes to request_token.txt
2025-10-18 02:27:49 | INFO | token_generator | 📂 File logging enabled: /logs/auth_service.log
2025-10-18 02:27:49 | INFO | token_generator | 📂 Logging initialized (stdout + optional file)
2025-10-18 02:27:49 | INFO | token_generator | Starting Automated Token Generator Service
2025-10-18 02:27:49 | WARNING | token_generator | Token expired or invalid. Waiting for new request_token.
2025-10-18 02:27:49 | INFO | token_generator | Watching for changes to request_token.txt
2025-10-18 02:30:29 | INFO | token_generator | 📂 File logging enabled: /logs/auth_service.log
2025-10-18 02:30:29 | INFO | token_generator | 📂 Logging initialized (stdout + optional file)
2025-10-18 02:30:30 | INFO | token_generator | 📂 File logging enabled: /logs/auth_service.log
2025-10-18 02:30:30 | INFO | token_generator | 📂 Logging initialized (stdout + optional file)
2025-10-18 02:30:32 | INFO | token_generator | 📂 File logging enabled: /logs/auth_service.log
2025-10-18 02:30:32 | INFO | token_generator | 📂 Logging initialized (stdout + optional file)
2025-10-18 02:30:33 | INFO | token_generator | 📂 File logging enabled: /logs/auth_service.log
2025-10-18 02:30:33 | INFO | token_generator | 📂 Logging initialized (stdout + optional file)
2025-10-18 02:30:35 | INFO | token_generator | 📂 File logging enabled: /logs/auth_service.log
2025-10-18 02:30:35 | INFO | token_generator | 📂 Logging initialized (stdout + optional file)
2025-10-18 02:30:37 | INFO | token_generator | 📂 File logging enabled: /logs/auth_service.log
2025-10-18 02:30:37 | INFO | token_generator | 📂 Logging initialized (stdout + optional file)
2025-10-18 02:30:42 | INFO | token_generator | 📂 File logging enabled: /logs/auth_service.log
2025-10-18 02:30:42 | INFO | token_generator | 📂 Logging initialized (stdout + optional file)
2025-10-18 02:30:50 | INFO | token_generator | 📂 File logging enabled: /logs/auth_service.log
2025-10-18 02:30:50 | INFO | token_generator | 📂 Logging initialized (stdout + optional file)
2025-10-18 02:31:03 | INFO | token_generator | 📂 File logging enabled: /logs/auth_service.log
2025-10-18 02:31:03 | INFO | token_generator | 📂 Logging initialized (stdout + optional file)
2025-10-18 02:31:13 | INFO | token_generator | 📂 File logging enabled: /logs/auth_service.log
2025-10-18 02:31:13 | INFO | token_generator | 📂 Logging initialized (stdout + optional file)
2025-10-18 02:31:15 | INFO | token_generator | 📂 File logging enabled: /logs/auth_service.log
2025-10-18 02:31:15 | INFO | token_generator | 📂 Logging initialized (stdout + optional file)
2025-10-18 02:31:16 | INFO | token_generator | 📂 File logging enabled: /logs/auth_service.log
2025-10-18 02:31:16 | INFO | token_generator | 📂 Logging initialized (stdout + optional file)
2025-10-18 02:31:17 | INFO | token_generator | 📂 File logging enabled: /logs/auth_service.log
2025-10-18 02:31:17 | INFO | token_generator | 📂 Logging initialized (stdout + optional file)
2025-10-18 02:31:19 | INFO | token_generator | 📂 File logging enabled: /logs/auth_service.log
2025-10-18 02:31:19 | INFO | token_generator | 📂 Logging initialized (stdout + optional file)
2025-10-18 02:31:22 | INFO | token_generator | 📂 File logging enabled: /logs/auth_service.log
2025-10-18 02:31:22 | INFO | token_generator | 📂 Logging initialized (stdout + optional file)
2025-10-18 02:31:26 | INFO | token_generator | 📂 File logging enabled: /logs/auth_service.log
2025-10-18 02:31:26 | INFO | token_generator | 📂 Logging initialized (stdout + optional file)
2025-10-18 02:31:34 | INFO | token_generator | 📂 File logging enabled: /logs/auth_service.log
2025-10-18 02:31:34 | INFO | token_generator | 📂 Logging initialized (stdout + optional file)
2025-10-18 02:31:48 | INFO | token_generator | 📂 File logging enabled: /logs/auth_service.log
2025-10-18 02:31:48 | INFO | token_generator | 📂 Logging initialized (stdout + optional file)
2025-10-18 02:31:48 | INFO | token_generator | Starting Automated Token Generator Web Service
2025-10-18 02:31:48 | WARNING | token_generator | Token expired or invalid. Waiting for new request_token.
2025-10-18 02:31:48 | INFO | token_generator | Watching for changes to request_token.txt
2025-10-18 02:40:34 | INFO | token_generator | Service stopped.
2025-10-18 02:40:36 | INFO | token_generator | 📂 File logging enabled: /logs/auth_service.log
2025-10-18 02:40:36 | INFO | token_generator | 📂 Logging initialized (stdout + optional file)
2025-10-18 02:40:36 | INFO | token_generator | Starting Automated Token Generator Web Service
2025-10-18 02:40:36 | WARNING | token_generator | Token expired or invalid. Waiting for new request_token.
2025-10-18 02:40:36 | INFO | token_generator | Watching for changes to request_token.txt
2025-10-18 02:46:51 | INFO | token_generator | Service stopped.
2025-10-18 02:46:54 | INFO | token_generator | 📂 File logging enabled: /logs/auth_service.log
2025-10-18 02:46:54 | INFO | token_generator | 📂 Logging initialized (stdout + optional file)
2025-10-18 02:46:54 | INFO | token_generator | Starting Automated Token Generator Web Service
2025-10-18 02:46:54 | WARNING | token_generator | Token expired or invalid. Waiting for new request_token.
2025-10-18 02:46:54 | INFO | token_generator | Watching for changes to request_token.txt
2025-10-18 02:47:43 | INFO | token_generator | Requesting new access token from Kite API...
2025-10-18 02:47:43 | ERROR | token_generator | HTTP Error during token exchange: 403 Client Error: Forbidden for url: https://api.kite.trade/session/token
2025-10-18 02:47:43 | ERROR | token_generator | Failed to generate token: 403 Client Error: Forbidden for url: https://api.kite.trade/session/token
2025-10-18 02:53:42 | INFO | token_generator | Service stopped.
2025-10-18 02:53:45 | INFO | token_generator | 📂 File logging enabled: /logs/auth_service.log
2025-10-18 02:53:45 | INFO | token_generator | 📂 Logging initialized (stdout + optional file)
2025-10-18 02:53:45 | INFO | token_generator | Starting Automated Token Generator Web Service
2025-10-18 02:53:45 | WARNING | token_generator | Token expired or invalid. Waiting for new request_token.
2025-10-18 02:53:45 | INFO | token_generator | Watching for changes to request_token.txt
2025-10-18 02:53:57 | INFO | token_generator | Requesting new access token from Kite API...
2025-10-18 02:53:57 | ERROR | token_generator | HTTP Error during token exchange: 403 Client Error: Forbidden for url: https://api.kite.trade/session/token
2025-10-18 02:53:57 | ERROR | token_generator | Token generation failed: 403 Client Error: Forbidden for url: https://api.kite.trade/session/token
2025-10-18 02:55:10 | INFO | token_generator | Service stopped.
2025-10-18 02:55:13 | INFO | token_generator | 📂 File logging enabled: /logs/auth_service.log
2025-10-18 02:55:13 | INFO | token_generator | 📂 Logging initialized (stdout + optional file)
2025-10-18 02:55:13 | INFO | token_generator | Using KITE_API_KEY=****lj97, KITE_API_SECRET=****e0ca
2025-10-18 02:55:13 | INFO | token_generator | Starting Automated Token Generator Web Service
2025-10-18 02:55:13 | WARNING | token_generator | Token expired or invalid. Waiting for new request_token.
2025-10-18 02:55:13 | INFO | token_generator | Watching for changes to request_token.txt
2025-10-18 02:56:19 | INFO | token_generator | Service stopped.
2025-10-18 02:58:19 | INFO | token_generator | 📂 File logging enabled: /logs/auth_service.log
2025-10-18 02:58:19 | INFO | token_generator | 📂 Logging initialized (stdout + optional file)
2025-10-18 02:58:19 | INFO | token_generator | Using KITE_API_KEY=****lj97, KITE_API_SECRET=****e0ca
2025-10-18 02:58:19 | INFO | token_generator | Starting Automated Token Generator Web Service
2025-10-18 02:58:19 | WARNING | token_generator | Token expired or invalid. Waiting for new request_token.
2025-10-18 02:58:19 | INFO | token_generator | Watching for changes to request_token.txt
2025-10-18 02:58:55 | INFO | token_generator | Exchanging token: request_token=idQ...HTO, checksum=24d...188
2025-10-18 02:58:55 | INFO | token_generator | Requesting new access token from Kite API...
2025-10-18 02:58:56 | ERROR | token_generator | HTTP Error during token exchange: 403 Client Error: Forbidden for url: https://api.kite.trade/session/token - status=403 body={"status":"error","message":"Token is invalid or has expired.","data":null,"error_type":"TokenException"}
2025-10-18 02:58:56 | ERROR | token_generator | Token generation failed: 403 Forbidden from Kite API during token exchange. Check KITE_API_KEY/KITE_API_SECRET, ensure the request_token was generated for this API key, and verify your redirect URL in the Kite developer console.
2025-10-18 03:00:16 | INFO | token_generator | Service stopped.
2025-10-18 03:00:18 | INFO | token_generator | 📂 File logging enabled: /logs/auth_service.log
2025-10-18 03:00:18 | INFO | token_generator | 📂 Logging initialized (stdout + optional file)
2025-10-18 03:00:18 | INFO | token_generator | Using KITE_API_KEY=****lj97, KITE_API_SECRET=****pwg"
2025-10-18 03:00:18 | INFO | token_generator | Starting Automated Token Generator Web Service
2025-10-18 03:00:18 | WARNING | token_generator | Token expired or invalid. Waiting for new request_token.
2025-10-18 03:00:18 | INFO | token_generator | Watching for changes to request_token.txt
2025-10-18 03:01:16 | INFO | token_generator | Exchanging token: request_token=wSF...2l6, checksum=013...967
2025-10-18 03:01:16 | INFO | token_generator | Requesting new access token from Kite API...
2025-10-18 03:01:17 | ERROR | token_generator | HTTP Error during token exchange: 403 Client Error: Forbidden for url: https://api.kite.trade/session/token - status=403 body={"status":"error","message":"Invalid `checksum`.","data":null,"error_type":"TokenException"}
2025-10-18 03:01:17 | ERROR | token_generator | Token generation failed: 403 Forbidden from Kite API during token exchange. Check KITE_API_KEY/KITE_API_SECRET, ensure the request_token was generated for this API key, and verify your redirect URL in the Kite developer console.
2025-10-18 03:03:46 | INFO | token_generator | Service stopped.
2025-10-18 03:03:48 | INFO | token_generator | 📂 File logging enabled: /logs/auth_service.log
2025-10-18 03:03:48 | INFO | token_generator | 📂 Logging initialized (stdout + optional file)
2025-10-18 03:03:48 | INFO | token_generator | Using KITE_API_KEY=****lj97, KITE_API_SECRET=****9pwg
2025-10-18 03:03:48 | INFO | token_generator | Starting Automated Token Generator Web Service
2025-10-18 03:03:48 | WARNING | token_generator | Token expired or invalid. Waiting for new request_token.
2025-10-18 03:03:48 | INFO | token_generator | Watching for changes to request_token.txt
2025-10-18 03:05:37 | INFO | token_generator | Exchanging token: request_token=7Rq...kH2, checksum=a2f...fe6
2025-10-18 03:05:37 | INFO | token_generator | Requesting new access token from Kite API...
2025-10-18 03:05:37 | INFO | token_generator | Token saved to /app/kite_access_token.json
2025-10-18 03:05:37 | INFO | token_generator | New access_token generated successfully.
2025-10-18 03:33:48 | INFO | token_generator | Token valid until 2025-10-18 06:00:00.333287
2025-10-18 03:51:53 | INFO | token_generator | Service stopped.
2025-10-18 03:51:56 | INFO | token_generator | 📂 File logging enabled: /logs/auth_service.log
2025-10-18 03:51:56 | INFO | token_generator | 📂 Logging initialized (stdout + optional file)
2025-10-18 03:51:56 | INFO | token_generator | Using KITE_API_KEY=****lj97, KITE_API_SECRET=****9pwg
2025-10-18 03:51:56 | INFO | token_generator | Starting Automated Token Generator Web Service
2025-10-18 03:51:56 | WARNING | token_generator | Token expired or invalid. Waiting for new request_token.
2025-10-18 03:51:56 | INFO | token_generator | Watching for changes to request_token.txt
2025-10-18 03:52:35 | INFO | token_generator | Exchanging token: request_token=Q8C...9YH, checksum=200...1b3
2025-10-18 03:52:35 | INFO | token_generator | Requesting new access token from Kite API...
2025-10-18 03:52:36 | INFO | token_generator | Token saved to /app/kite_access_token.json
2025-10-18 03:52:36 | INFO | token_generator | New access_token generated successfully.
